,tubule_diameters,tubule_sizes,tubule_distance_to_closest_instance
st48888,8.12,186.14,0.34
st48889,19,362.74,3.52
st48890,23.6,852.15,1.43
st48891,18.26,399.12,3.65
st48892,14.03,238.91,0.34
st48893,29.63,2393.15,0.34
st48894,17.7,274.27,2.7
st48895,43.16,3721.41,1.43
st48896,23.6,772.32,3.77
st48897,27.92,2337.78,1.69
st48898,35.9,1431.39,0.34
st48899,37.2,1963.67,2.7
st48900,43.71,7451.23,2.43
st48901,42.49,3448.96,1.22
st48902,26.75,2687.89,1.69
st48903,17.23,445.29,0.34
st48904,21.08,829.29,0.34
st48905,26.38,1618.56,3.02
st48906,23.56,813.14,1.69
st48907,16.19,545.24,1.82
st48908,21.84,613.13,2.88
st48909,27.05,1255.59,2.02
st48910,45.31,2880.63,3.44
st48911,44.92,3066.32,2.7
st48912,48.86,4052.19,3.18
st48913,58.92,8384.11,1.22
st48914,21.55,545.7,6.63
st48915,34.26,1685.99,3.02
st48916,64.35,12603.45,0.34
st48917,20.41,930.27,4.72
st48918,17.34,416.64,3.71
st48919,23.37,621.88,1.51
st48920,28.33,906.73,0.34
st48921,31.07,1129.15,3.63
st48922,39.95,1881.91,2.36
st48923,16.98,295.19,5.01
st48924,31.95,1216.93,0.34
st48925,24.44,712.06,2.43
st48926,16.68,406.63,10.97
st48927,29.93,1873.72,0.34
st48928,18.16,435.28,8.45
st48929,48,3034.37,2.43
st48930,27.14,1332.23,0.34
st48931,43.15,5190.66,2.26
st48932,31.02,1748.07,3.11
st48933,15.08,217.76,2.9
st48934,53.39,3965.88,2.05
st48935,28.45,863.18,2.13
st48936,21.84,438.24,9.5
st48937,52.71,5411.03,1.51
st48938,25.18,863.86,2.16
st48939,42.53,3744.6,0.34
st48940,11.48,402.08,6.94
st48941,51.72,5228.98,1.72
st48942,22.93,957.56,0.34
st48943,18.6,366.72,10.45
st48944,27.95,2007.22,1.69
st48945,15.92,292.24,8.85
st48946,39.65,2097.51,6.22
st48947,16.09,385.48,9.35
st48948,28.62,960.85,2.43
st48949,26.5,1610.94,4.7
st48950,15.39,233.11,11.51
st48951,29.13,2989,1.69
st48952,35.31,1580.46,4.54
st48953,55.26,10855.61,0.34
st48954,44.66,1973.45,4.38
st48955,18.99,307.36,3.11
st48956,68.77,7364.24,3.18
st48957,63.62,10919.29,1.69
st48958,20.03,564.57,0.34
st48959,38.47,2161.41,2.16
st48960,59.75,11173.77,1.51
st48961,27.46,1157.01,5.73
st48962,25.28,705.46,2.43
st48963,32.65,1185.77,3.32
st48964,24.43,1002.93,1.51
st48965,18.1,445.18,5.97
st48966,37.77,2107.85,3.82
st48967,16.86,399.35,5.01
st48968,10.27,381.5,6.4
st48969,34.47,1870.88,1.97
st48970,16.86,435.28,3.47
st48971,47.54,2642.52,9.64
st48972,21.47,797.79,4.83
st48973,20.54,601.53,3.63
st48974,16.19,922.19,0.34
st48975,43.35,2017.57,1.01
st48976,42.66,6606.81,3.82
st48977,51.88,4123.26,1.22
st48978,48,4610.17,0.34
st48979,35.61,1780.48,1.91
st48980,22.62,778.24,0.34
st48981,44.51,2945.67,3.2
st48982,43.84,2049.86,2.72
st48983,64.16,6787.61,1.35
st48984,43.94,1927.74,3.32
st48985,23.68,695,2.78
st48986,26.85,852.94,2.26
st48987,48.73,2933.28,2.36
st48988,15.38,216.73,7.24
st48989,60.58,14501.06,1.72
st48990,27.55,1013.28,2.05
st48991,18.35,388.55,5.73
st48992,39.03,1784.35,2.26
st48993,19.45,517.16,4.38
st48994,49.1,4507.83,2.02
st48995,18.1,707.85,0.34
st48996,21.42,600.62,0.34
st48997,14.16,498.28,0.34
st48998,15.51,630.87,0.34
st48999,22.93,853.74,0.34
st49000,15.08,443.81,0.34
st49001,33.11,2014.95,0.34
st49002,19.09,937.32,0.34
st49003,30.89,1239.56,13.15
st49004,60.03,3469.2,1.97
st49005,30.59,1020.1,3.47
st49006,28.65,1016.69,24.82
st49007,26.06,797.91,4.05
st49008,29.28,1201.35,19.56
st49009,25.28,736.28,7.54
st49010,34.4,1825.85,3.02
st49011,20.95,866.25,0.95
st49012,51.67,6213.26,3.47
st49013,31.7,942.66,6.49
st49014,29.56,1457.88,3.11
st49015,23.76,538.76,7.54
st49016,37.17,1243.54,4.68
st49017,36.65,2459.56,0.34
st49018,20.82,436.88,15.98
st49019,23.92,676.92,12.37
st49020,37.8,3098.73,4.68
st49021,27.65,710.01,10.14
st49022,56.8,7095.43,4.23
st49023,69.73,4562.3,1.97
st49024,23.26,664.98,4.23
st49025,46.04,2112.06,2.7
st49026,15.99,291.78,18.25
st49027,28.87,980.98,12.48
st49028,28.97,905.59,5.49
st49029,39.21,1855.53,12.48
st49030,25.77,693.29,19.45
st49031,59.51,3862.29,3.11
st49032,20.41,389.23,18.74
st49033,29.57,943.68,4.29
st49034,36.47,1844.95,4.77
st49035,31.95,1466.64,3.02
st49036,52.35,3262.13,4.05
st49037,24.55,1042.84,17.83
st49038,31.14,1222.28,2.78
st49039,33.6,1196.92,3.11
st49040,30.16,788.58,2.38
st49041,53.13,2651.16,2.7
st49042,21.07,530.69,7.7
st49043,17.65,515.56,24.32
st49044,61.77,5815.73,3.02
st49045,38.59,1844.95,1.97
st49046,14.85,1157.01,0.34
st49047,30.71,1209.99,13.12
st49048,42.21,3148.3,3.11
st49049,45.64,2108.76,2.02
st49050,22.02,810.19,12.38
st49051,25.04,713.99,13.59
st49052,23.41,1000.31,12.4
st49053,33.57,1839.04,3.11
st49054,22.02,460.19,20.23
st49055,25.53,721.49,2.78
st49056,53.45,4113.94,3.11
st49057,37.7,1889.19,0.34
st49058,22.09,638.48,12.11
st49059,16.91,453.82,12.91
st49060,37.24,5139.95,2.57
st49061,29.09,1037.95,5.76
st49062,28.36,1368.28,6.08
st49063,22.54,533.08,13.12
st49064,18.35,454.96,13.35
st49065,17.17,492.14,4.4
st49066,17.65,506.24,4.86
st49067,28.33,902.63,3.18
st49068,42.14,2181.2,6.55
st49069,21.75,682.6,10.79
st49070,28.61,845.1,4.72
st49071,13.25,207.86,8.75
st49072,22.67,1259.12,1.69
st49073,31.7,1944.34,6.08
st49074,32.24,2258.75,0.34
st49075,31.7,2418.28,4.07
st49076,29.01,902.41,4.83
st49077,19.56,433.24,12.37
st49078,21.3,605.28,9.85
st49079,47.69,5138.35,5.06
st49080,28.61,853.51,3.02
st49081,37.31,2394.74,3.32
st49082,37.6,1877.48,5.49
st49083,32.62,1325.64,9.06
st49084,38.2,3126.47,10.73
st49085,29.03,1997.44,8.33
st49086,30.71,1134.26,9.78
st49087,54.6,5739.31,2.57
st49088,32.15,1243.77,4.91
st49089,37.48,1759.78,3.02
st49090,27.78,773.35,2.7
st49091,55.61,6818.66,3.02
st49092,26.72,979.84,12.09
st49093,34.4,4005.91,6.07
st49094,46.73,2596.81,7.15
st49095,12.81,275.75,0.34
st49096,15.73,469.17,2.13
st49097,13.28,234.93,0.34
st49098,26.34,2084.43,0.34
st49099,14.16,471.1,0.34
st49100,16.41,410.27,7.87
st49101,11.48,210.36,0.34
st49102,30.43,2450.24,0.34
st49103,63.36,8397.64,1.43
st49104,11.47,454.39,0.95
st49105,27.81,1543.85,1.69
st49106,35.71,1770.59,1.69
st49107,39.49,5486.31,1.43
st49108,10.12,333.06,1.22
st49109,10.81,247.66,0.34
st49110,29.03,1206.36,3.71
st49111,10.12,352.05,3.44
st49112,36.44,1947.29,3.47
st49113,32.55,1908.29,0.34
st49114,47.69,4738.09,2.72
st49115,12.81,497.71,0.34
st49116,32.55,2410.1,3.05
st49117,29.58,1344.97,0.34
st49118,14.56,559.57,3.02
st49119,13.66,282.68,2.38
st49120,37.09,2442.5,5.14
st49121,26.44,1385.34,0.34
st49122,38.73,2262.39,1.35
st49123,41.81,2573.84,1.97
st49124,28.53,1543.17,3.34
st49125,45.37,8071.75,2.13
st49126,37.15,1896.35,4.38
st49127,26.23,939.02,3.11
st49128,56.24,4390.71,4.07
st49129,41.71,7556.07,1.43
st49130,38.45,4256.98,1.97
st49131,46.1,3073.26,0.34
st49132,48.26,3566.87,2.36
st49133,64.92,8646.1,1.69
st49134,37.21,3059.04,1.69
st49135,34.39,1994.71,2.7
st49136,31.78,5423.99,2.38
st49137,13.84,439.95,5.49
st49138,56.49,8434.26,3.71
st49139,41.9,1911.82,2.38
st49140,31.38,2139.92,0.34
st49141,47.77,4524.66,1.35
st49142,39.81,2063.96,0.34
st49143,31.02,1629.59,0.34
st49144,13.9,313.05,2.13
st49145,36.22,2091.14,2.72
st49146,15.16,222.87,7.29
st49147,23.38,1858.6,2.13
st49148,29.46,899.22,2.7
st49149,13.9,192.4,44.16
st49150,40.61,2529.04,0.34
st49151,9.66,235.04,9.28
st49152,14.84,252.66,9.28
st49153,46.92,5840.86,2.26
st49154,47.56,3989.99,3.32
st49155,78.95,12417.88,2.13
st49156,50.58,7910.28,2.72
st49157,10.87,165.79,0.34
st49158,13.03,276.54,0.34
st49159,27.13,1002.36,9.59
st49160,46.04,4398.67,1.82
st49161,25.06,1250.02,3.95
st49162,51.47,3526.62,0.34
st49163,24.36,1713.39,12.05
st49164,35.61,2091.37,1.01
st49165,36.65,2964.66,4.27
st49166,51.05,5994.25,3.32
st49167,41.97,3672.17,3.02
st49168,34.26,2398.84,2.13
st49169,28.81,1750.57,2.05
st49170,32.62,1946.73,3.95
st49171,43.59,5039.54,3.71
st49172,46.55,2683.91,2.13
st49173,67.04,6759.75,7.76
st49174,37.82,2657.64,0.34
st49175,29,1100.38,12.44
st49176,43.76,4689.31,3.47
st49177,18.88,515.9,2.78
st49178,38.25,3121.36,1.01
st49179,19.93,526.93,2.7
st49180,20.69,776.3,2.26
st49181,40.78,2236.23,4.17
st49182,23.21,1250.13,3.02
st49183,37.48,4011.94,2.57
st49184,28.14,1552.04,7.76
st49185,16.33,389.57,2.78
st49186,42.89,2480.82,2.57
st49187,49.74,8588.67,1.22
st49188,35.74,2319.7,0.34
st49189,56.12,3801.91,2.26
st49190,66.87,8141.68,2.13
st49191,23.26,863.75,1.51
st49192,31.44,3383.12,2.05
st49193,48.26,4152.6,2.86
st49194,40.54,3323.08,2.78
st49195,14.03,319.98,0.34
st49196,48.2,2697.1,0.34
st49197,18.81,1425.25,0.34
st49198,27.19,1142,3.34
st49199,47.84,4822.35,2.7
st49200,42.6,3932.34,0.34
st49201,39.12,2852.09,2.02
st49202,48.56,2501.86,2.43
st49203,12.31,546.72,0.34
st49204,27.86,1294.14,2.13
st49205,24.13,1361.8,0.34
st49206,51.93,3893,2.45
st49207,29.01,956.99,1.51
st49208,54.62,3468.63,1.69
st49209,34.97,2244.65,3.02
st49210,27.66,1178.27,2.13
st49211,17.81,300.42,6.36
st49212,31.81,1832.9,0.34
st49213,45.86,4422.66,1.51
st49214,11.47,174.55,0.34
st49215,58.83,9271.05,1.69
st49216,11.93,249.14,4.73
st49217,53.45,15584.95,1.22
st49218,36.51,3597.92,1.35
st49219,37.41,3926.09,0.34
st49220,21.97,1565.34,0.34
st49221,23.23,765.61,2.63
st49222,34.39,1858.37,3.71
st49223,47.05,2340.85,1.35
st49224,11.78,239.59,1.69
st49225,58.57,11820.44,1.22
st49226,27.13,760.27,3.11
st49227,35.21,2246.69,2.9
st49228,42.24,4851.58,0.34
st49229,38.39,1615.26,2.9
st49230,56.43,3889.02,2.05
st49231,39.12,8499.18,1.22
st49232,56.53,6130.25,1.39
st49233,17.92,548.54,0.34
st49234,48.86,3612.02,0.34
st49235,16.03,406.74,6.03
st49236,35.71,2107.17,1.35
st49237,52.04,4146.57,1.69
st49238,45.34,3721.07,1.07
st49239,41.16,4307.24,1.91
st49240,27.81,1424.45,1.22
st49241,26.5,907.18,0.34
st49242,12.81,290.87,0.34
st49243,32.04,2639.22,1.69
st49244,47.37,3494.1,2.26
st49245,45,2648.43,1.39
st49246,59.12,7864.45,0.34
st49247,42.85,2840.04,0.34
st49248,49.53,2936.58,2.38
st49249,53.04,9336.66,2.43
st49250,38.61,1901.58,2.13
st49251,55.26,3895.95,1.69
st49252,55.49,3843.08,0.34
st49253,20.51,891.72,2.43
st49254,68.91,16961.87,1.22
st49255,51.42,2929.07,2.13
st49256,55.32,5636.75,2.43
st49257,44.64,2135.94,2.7
st49258,22.42,692.27,2.88
st49259,44.78,5961.39,1.22
st49260,45.69,2248.97,1.91
st49261,46.57,2646.5,0.34
st49262,42.08,1786.96,2.13
st49263,34.81,1269.69,4.05
st49264,48.56,3441,0.34
st49265,14.84,326.46,0.34
st49266,16.59,1130.17,1.22
st49267,45.11,5447.99,0.34
st49268,27.31,867.38,0.34
st49269,53.53,6431.58,0.75
st49270,40.72,4682.26,1.69
st49271,44.18,2511.75,1.51
st49272,43.44,5088.43,1.07
st49273,49.27,4532.5,3.63
st49274,43.84,2356.31,0.34
st49275,37.25,2013.25,0.34
st49276,35.59,2707.68,2.13
st49277,39.57,2275.01,0.34
st49278,17.51,424.37,4.44
st49279,14.97,374.34,0.34
st49280,61.58,7860.81,0.75
st49281,37.75,3565.28,4.38
st49282,38.18,1983.79,1.51
st49283,51.06,8790.4,1.35
st49284,28.83,1526.34,0.34
st49285,31.53,1123.8,2.26
st49286,52.71,7557.43,1.07
st49287,49.95,5330.98,1.35
st49288,27.14,1778.89,0.34
st49289,17.81,518.86,0.34
st49290,16.59,284.5,1.69
st49291,43.97,2171.19,1.82
st49292,43.92,2394.97,2.13
st49293,40.13,2050.88,1.39
st49294,60.13,7029.93,0.34
st49295,29.71,1467.21,8.09
st49296,24.87,547.06,8.09
st49297,45.86,2971.83,4.5
st49298,65.13,4976.77,1.69
st49299,27.86,1010.43,7.4
st49300,36.84,1310.74,8.87
st49301,23.53,1301.65,10.45
st49302,57.87,8986.55,4.5
st49303,44.83,6077.03,1.69
st49304,40.36,1394.09,6.74
st49305,30.68,1486.54,0.34
st49306,39.52,3026.41,18.1
st49307,58.56,3371.86,6.49
st49308,36.85,1554.2,10.59
st49309,62.33,10437.72,4.77
st49310,27.65,1375.56,9.92
st49311,60.79,3727.09,5.14
st49312,35.62,1657.67,9.92
st49313,32.21,1361.68,0.34
st49314,36.57,1808.45,7.45
st49315,42.6,2094.32,6.22
st49316,38.17,2254.54,4.77
st49317,44.54,2233.05,3.39
st49318,29.09,1147,8.04
st49319,31.05,987.01,4.06
st49320,18.15,668.28,0.34
st49321,54.48,2925.2,3.05
st49322,45.47,1955.14,9.83
st49323,45.09,4300.65,3.77
st49324,12.81,343.18,6.63
st49325,38.61,2117.18,3.39
st49326,49.24,10188.81,2.36
st49327,34.08,1216.25,3.05
st49328,52.67,3503.76,4.83
st49329,56.47,6602.83,4.83
st49330,56.85,14452.73,0.34
st49331,14.03,232.31,1.69
st49332,23.37,2180.29,1.69
st49333,30.38,1150.98,6.78
st49334,47.33,8270.17,2.02
st49335,17.07,454.16,2.72
st49336,58.19,12802.22,0.34
st49337,30.52,1196.46,0.95
st49338,27.66,1271.63,9.26
st49339,60.33,5152.34,0.34
st49340,53.9,4497.14,0.95
st49341,37.82,4685.67,2.02
st49342,32.71,5298.46,1.69
st49343,16.24,540.47,2.38
st49344,60.72,8721.72,0.34
st49345,32.43,7638.05,1.91
st49346,42.53,3904.48,2.38
st49347,63.04,8516.24,2.38
st49348,21.68,1934.9,1.91
st49349,13.49,437.79,1.91
st49350,33.55,1544.42,3.63
st49351,51.53,3064.27,2.38
st49352,36.19,1758.08,3.37
st49353,16.33,449.27,2.38
st49354,35.71,3910.73,0.34
st49355,12.54,512.27,4.12
st49356,34.69,2570.31,3.37
st49357,27.52,2359.72,2.57
st49358,19.74,621.66,11.8
st49359,50.55,2791.59,2.7
st49360,18.75,399.24,5.82
st49361,44.1,4513.74,2.36
st49362,45.43,6272.16,2.45
st49363,30.35,1041.59,3.47
st49364,49.51,4428.57,4.38
st49365,29.58,1150.98,3.37
st49366,42.49,9510.41,1.51
st49367,39.17,2083.29,2.02
st49368,24.7,984.85,4.98
st49369,14.18,356.71,8.45
st49370,45.85,2400.89,1.51
st49371,36.05,1955.94,2.38
st49372,40.47,2864.03,2.36
st49373,69.39,18565.64,2.38
st49374,32.21,1125.17,2.57
st49375,28.33,1076.95,2.26
st49376,33.72,1245.7,1.51
st49377,49.23,4058.79,1.51
st49378,34.15,1077.07,2.7
st49379,35.07,1543.39,0.34
st49380,39.29,1577.96,1.69
st49381,44.37,5264.46,3.58
st49382,44.04,2069.99,1.51
st49383,28.33,1248.88,5.25
st49384,31.78,1118,1.69
st49385,27.98,1177.25,1.51
st49386,38.77,1561.25,2.86
st49387,21.72,687.27,2.02
st49388,23.83,773.23,9.8
st49389,10.98,227.99,0.34
st49390,23.83,841,0.34
st49391,25.49,636.21,10.72
st49392,34.69,1465.39,3.84
st49393,34.56,2465.25,2.38
st49394,60.67,10862.43,1.43
st49395,16.03,295.87,22.62
st49396,24.74,823.95,5.73
st49397,14.31,661.34,35.9
st49398,14.18,374.68,6.74
st49399,10.79,191.49,2.13
st49400,11.52,476.11,2.13
st49401,8.77,200.81,6.63
st49402,19.31,976.89,6.82
st49403,11.47,234.81,0.34
st49404,15.74,502.6,6.63
st49405,17.23,528.19,13.49
st49406,22.42,715.35,34.97
st49407,13.66,302.02,2.9
st49408,17.59,640.65,2.9
st49409,18.22,327.15,10.12
st49410,8.58,238.56,27.92
st49411,28.33,736.5,7.4
st49412,27.92,1121.75,7.49
st49413,23.26,990.31,15.24
st49414,30.89,1009.3,8.77
st49415,28.96,1314.95,10.12
st49416,26.19,841.23,2.45
st49417,22.75,498.96,27.98
st49418,24.7,635.53,7.4
st49419,13.84,439.38,0.34
st49420,28.69,1720.9,27.92
st49421,60.57,19277.7,2.63
st49422,64.61,5128.23,2.36
st49423,29.19,872.16,7.49
st49424,10.49,186.37,0.34
st49425,22.27,575.6,8.51
st49426,27.73,685.11,2.45
st49427,22.93,1062.74,0.34
st49428,29,832.25,2.72
st49429,44.46,2473.77,2.36
st49430,24.07,700,7.79
st49431,28.31,1387.38,6.68
st49432,14.48,424.94,15.99
st49433,19.08,435.51,2.72
st49434,29.56,1328.25,4.06
st49435,28.46,758.68,3.32
st49436,33.48,1222.28,12.35
st49437,25.75,784.49,2.16
st49438,11.45,207.52,5.25
st49439,31.73,909.23,3.32
st49440,33.75,1832.1,1.72
st49441,17.07,885.01,2.63
st49442,30.94,1415.24,5.25
st49443,29.93,877.39,2.02
st49444,18.22,332.72,2.63
st49445,23.76,800.07,4.07
st49446,11.93,184.32,0.34
st49447,14.23,216.05,2.02
st49448,16.33,373.31,3.11
st49449,30.14,905.02,8.83
st49450,39.08,2509.71,2.63
st49451,30.08,1322.45,1.82
st49452,31.09,1061.72,6.2
st49453,17.81,389.69,5.27
st49454,14.18,206.27,1.97
st49455,29.77,1113.57,7.96
st49456,33.07,2529.83,1.69
st49457,17.5,529.89,4.1
st49458,13.03,181.25,5.97
st49459,20.29,807.91,1.69
st49460,20.33,774.37,4.72
st49461,14.18,287.8,1.72
st49462,31.38,3105.78,2.43
st49463,26.5,875.46,13.12
st49464,26.61,1303.69,11.21
st49465,19.64,405.72,4.06
st49466,29.56,1047.16,6.78
st49467,13.66,188.87,7.79
st49468,10.87,371.49,4.12
st49469,29.18,2423.63,1.82
st49470,11.16,260.62,4.52
st49471,23.46,598.23,6.88
st49472,13.44,203.2,4.05
st49473,23.95,836.23,3.84
st49474,21.18,630.98,7.96
st49475,26.3,722.97,4.72
st49476,12.44,421.3,2.26
st49477,26.34,1632.66,6.07
st49478,21.11,536.49,2.7
st49479,29.09,1724.53,2.7
st49480,26.44,1422.52,6.88
st49481,13.64,278.93,18.55
st49482,20.12,417.09,11.41
st49483,10.79,199.11,21.43
st49484,14.48,222.99,3.47
st49485,29.46,901.04,6.82
st49486,15.51,237.77,9.05
st49487,12.88,196.95,11.45
st49488,29.56,869.09,4.54
st49489,17.34,428.69,2.43
st49490,54.57,3720.95,7.79
st49491,18.52,359.44,9.05
st49492,25.59,628.93,13.66
st49493,25.28,757.54,1.82
st49494,12.96,209.91,6.07
st49495,13.57,248.69,4.1
st49496,15.22,752.2,0.34
st49497,16.24,440.74,5.4
st49498,13.84,417.89,10.48
st49499,15.16,466.44,5.14
st49500,17.4,508.63,9.99
st49501,22.26,792.22,4.06
st49502,14.29,549.79,5.15
st49503,14.59,389.69,4.06
st49504,15.74,311.11,5.14
st49505,20.05,574.92,5.14
st49506,17.19,449.5,5.15
st49507,16.75,435.97,16.94
st49508,17.92,486.57,1.69
st49509,10.29,228.67,14.54
st49510,12.16,283.48,10.01
st49511,22.12,651.45,7.84
st49512,24.73,880.01,1.91
st49513,40.43,1905.11,7.15
st49514,16.31,315.43,3.63
st49515,14.53,218.89,3.77
st49516,17.4,551.61,1.39
st49517,13.84,421.41,4.83
st49518,11.22,213.21,11.27
st49519,15.74,272.22,6.48
st49520,17.27,564.23,3.47
st49521,9.05,194.67,30.97
st49522,17.65,484.86,7.4
st49523,14.43,446.43,3.63
st49524,14.79,329.53,6.78
st49525,24.32,904.23,1.91
st49526,26.85,885.12,6.48
st49527,36.26,1661.99,2.02
st49528,22.45,1406.26,6.68
st49529,21.47,703.87,1.43
st49530,16.09,349.89,3.47
st49531,21.72,648.61,5.1
st49532,21.72,499.53,6.68
st49533,12.4,307.02,9.55
st49534,30.59,980.19,2.72
st49535,37.68,1667.34,3.03
st49536,12.44,376.61,14.41
st49537,16.41,583.56,7.94
st49538,16.03,312.59,2.02
st49539,20.82,915.03,8.09
st49540,14.79,471.67,6.27
st49541,11.54,214.8,8.83
st49542,40.48,1835.18,6.22
st49543,10.21,333.06,5.56
st49544,20.78,658.27,2.72
st49545,50.87,2432.16,8.83
st49546,14.42,591.64,1.01
st49547,13.66,299.51,3.71
st49548,29.8,1159.51,7.58
st49549,10.87,316.57,12.69
st49550,17.81,741.96,3.84
st49551,17.81,533.53,1.01
st49552,36.51,1906.93,6.44
st49553,37.25,1604,4.44
st49554,15.41,641.67,4.44
st49555,13.09,318.28,9.99
st49556,20.23,538.76,11.47
st49557,16.59,831.34,5.06
st49558,17.19,510.9,3.84
st49559,16.31,329.87,8.11
st49560,21.12,944.71,5.15
st49561,15.08,231.29,7.58
st49562,18.35,538.87,4.32
st49563,18.88,823.95,2.16
st49564,19.6,344.66,3.77
st49565,17.34,306.22,9.5
st49566,17.19,521.36,3.77
st49567,17.53,890.01,4.86
st49568,42.49,1911.47,4.32
st49569,22.12,1161.89,1.91
st49570,18.1,720.81,4.54
st49571,14.18,544.79,1.91
st49572,22.05,785.51,18.55
st49573,34.42,1390.91,4.86
st49574,12.44,338.97,3.52
st49575,15.39,770.16,9.8
st49576,15.38,566.28,9.5
st49577,12.38,286.1,4.4
st49578,13.49,488.73,4.73
st49579,10.98,270.63,4.27
st49580,34.39,1284.93,12.82
st49581,20.33,579.81,3.63
st49582,25.64,811.33,9.92
st49583,46.27,2091.59,1.91
st49584,13.66,711.26,2.16
st49585,15.38,569.24,3.52
st49586,16.03,381.5,4.54
st49587,22.33,644.06,9.92
st49588,14.16,474.86,7.15
st49589,15.57,428.46,4.73
st49590,24.55,933.11,4.72
st49591,12.97,462.92,3.03
st49592,13.28,268.93,3.39
st49593,24.61,782.78,10.12
st49594,20.05,867.61,3.32
st49595,35.62,1730.56,2.88
st49596,31.7,1755.12,4.05
st49597,19.56,505.67,0.34
st49598,16.66,1209.54,7.08
st49599,30.16,1112.89,2.78
st49600,15.73,424.94,4.77
st49601,39.1,3799.41,4.05
st49602,21.72,837.71,0.34
st49603,23.84,946.3,1.69
st49604,23.37,910.37,1.43
st49605,16.53,380.48,2.57
st49606,33.22,3136.71,1.43
st49607,30.29,2728.14,3.58
st49608,35.97,3059.38,2.57
st49609,17.65,481,2.36
st49610,30.08,1647.1,2.26
st49611,10.79,353.41,0.34
st49612,29.77,1484.04,7.4
st49613,25.63,2032.69,3.02
st49614,57.05,5793.55,3.47
st49615,19.92,851.01,2.7
st49616,45.88,3833.18,3.34
st49617,18.21,614.49,3.02
st49618,18.1,516.36,3.37
st49619,47.44,4476.22,1.97
st49620,58.27,3769.51,3.95
st49621,52.25,3134.55,3.63
st49622,23.26,719.9,4.77
st49623,43.09,2675.5,0.34
st49624,53.13,7180.94,2.78
st49625,21.18,1181,0.34
st49626,50.9,7599.96,1.82
st49627,42.14,3649.43,1.97
st49628,48.12,7147.73,0.34
st49629,14.59,397.3,0.34
st49630,31.81,1593.09,3.32
st49631,44.48,3121.81,2.88
st49632,23.28,967.79,0.34
st49633,35.62,3734.37,1.69
st49634,41.41,7613.38,2.63
st49635,48.09,5592.74,1.82
st49636,55.61,4571.62,2.13
st49637,52.63,5406.37,2.26
st49638,23.6,1385.79,0.34
st49639,34.53,2103.42,3.32
st49640,37.5,2686.87,1.69
st49641,44.56,3121.24,2.38
st49642,35.69,2305.37,0.34
st49643,46.5,2755.66,2.02
st49644,64.84,4660.2,2.13
st49645,37.11,3156.95,3.32
st49646,41.86,6514.48,0.34
st49647,13.64,324.98,1.07
st49648,23.29,907.3,1.97
st49649,51.47,4137.59,2.13
st49650,14.43,208.77,6.41
st49651,14.84,219.35,3.37
st49652,25.35,2785.34,1.69
st49653,61.24,5999.03,1.69
st49654,38.4,1971.51,2.38
st49655,42.65,2233.39,0.34
st49656,20.23,515.79,5.72
st49657,25.03,967.22,1.97
st49658,53.7,3843.19,2.38
st49659,19.09,885.01,0.34
st49660,66.77,6379.28,3.02
st49661,33.07,1843.93,3.18
st49662,61.02,9249.9,2.36
st49663,23.72,1462.32,0.34
st49664,33.05,1812.66,0.34
st49665,59.21,4646.1,3.47
st49666,22.51,1338.83,0.34
st49667,19.84,872.39,2.36
st49668,17.59,840.09,3.34
st49669,30.76,1927.62,2.7
st49670,34.39,2719.84,3.02
st49671,32.62,2671.4,2.7
st49672,29.63,1722.83,3.37
st49673,15.16,384.23,0.34
st49674,30.71,2076.47,2.78
st49675,27.28,1692.01,1.72
st49676,29.19,1486.77,4.06
st49677,65.17,8058.21,3.03
st49678,47.39,2200.41,0.34
st49679,42.35,2415.67,4.83
st49680,41.55,3690.48,0.34
st49681,37.09,3685.59,0.67
st49682,42.49,6401.91,2.72
st49683,47.62,2451.71,2.9
st49684,28.61,3183.78,0.34
st49685,33.72,2250.67,3.44
st49686,49.86,3976.8,2.45
st49687,48.14,4285.75,2.45
st49688,24.18,1177.13,1.35
st49689,33.87,1581.15,3.34
st49690,41.14,2590.67,3.82
st49691,41.29,4137.25,0.34
st49692,29.63,1879.86,2.72
st49693,35.77,3142.62,4.17
st49694,24.43,2260.79,0.67
st49695,10.12,263.92,0.34
st49696,19.66,431.53,0.34
st49697,24.21,1587.74,2.36
st49698,55.32,6349.26,6.07
st49699,22.67,643.83,9.83
st49700,17.23,398.67,21.08
st49701,24.96,1163.15,6.07
st49702,15.8,259.6,1.07
st49703,24.44,1226.25,3.95
st49704,47.84,8455.18,3.32
st49705,39.69,2078.97,0.34
st49706,37.34,3180.71,6.2
st49707,45.08,2728.94,1.07
st49708,39.81,3348.55,3.03
st49709,15.29,633.71,11.27
st49710,37.31,1762.51,3.32
st49711,15.51,270.97,11.65
st49712,27.65,1332.57,1.07
st49713,14.43,293.15,3.77
st49714,24.32,783.47,3.95
st49715,18.88,424.48,16.59
st49716,26.19,776.76,6.74
st49717,17.06,406.4,9.26
st49718,19.45,1240.7,0.34
st49719,41.54,5004.4,2.72
st49720,13.44,624.38,5.98
st49721,30.16,1396.82,9.26
st49722,30.05,2562.47,3.11
st49723,54.81,6420.44,2.57
st49724,10.32,336.7,1.35
st49725,46.32,6340.16,1.69
st49726,29.41,1564.54,1.69
st49727,18.74,548.43,1.51
st49728,33.18,2545.53,1.43
st49729,30.94,3657.27,1.43
st49730,18.6,1824.71,2.72
st49731,31.67,2025.75,2.16
st49732,22.61,675.21,2.9
