,glom_sizes,glom_diameters,glom_distance_to_closest_glom,glom_shape_circularity,glom_shape_eccentricity,glom_shape_elongation,glom_shape_solidity,glom_tuft_sizes,glom_tuft_shape_circularity,glom_tuft_shape_eccentricity,glom_tuft_shape_elongation,glom_tuft_shape_solidity,glom_bowman_sizes,glom_tufttocapsule_ratio
st17720,42155.36,202.94,62.87,0.64,0.57,0.18,0.96,29538.03,0.38,0.59,0.19,0.9,12617.33,0.700694526152783
st17721,35392.19,195.14,62.87,0.8,0.4,0.08,0.99,27026.62,0.53,0.49,0.13,0.94,8365.57,0.763632315491073
st17722,8878.18,92.14,117.66,0.63,0.42,0.09,0.96,1600.7,0.38,0.72,0.31,0.79,7277.48,0.180295961559689
st17723,36286.75,203.23,206.25,0.83,0.25,0.03,0.99,25812.87,0.47,0.48,0.12,0.91,10473.88,0.711358002576698
st17724,17774.33,117.91,82.24,0.46,0.6,0.2,0.93,2515.62,0.25,0.88,0.53,0.73,15258.71,0.141531073182505
st17725,36260.6,190.9,11.71,0.79,0.54,0.16,0.98,30181.29,0.47,0.54,0.16,0.95,6079.31,0.832343921501575
st17726,44399.89,167.64,11.71,0.24,0.81,0.41,0.78,30526.17,0.25,0.84,0.46,0.75,13873.71,0.687528054686622
st17727,5053.75,64.61,442.57,0.42,0.72,0.3,0.92,1331.32,0.6,0.64,0.23,0.9,3722.43,0.263432104872619
st17728,11130.45,82.14,11.03,0.24,0.67,0.26,0.79,2759.07,0.29,0.45,0.11,0.69,8371.37,0.247884856407423
st17729,17827.77,134.82,11.03,0.42,0.69,0.28,0.93,11725.38,0.36,0.82,0.42,0.87,6102.39,0.657703122712487
st17730,29917.94,161.69,49.33,0.7,0.74,0.33,0.97,25017.12,0.57,0.76,0.35,0.95,4900.81,0.83619126183153
st17731,18364.94,126.12,374.19,0.72,0.74,0.33,0.98,12598.91,0.53,0.62,0.21,0.94,5766.04,0.686030556048645
st17732,25905.43,141.19,49.33,0.61,0.81,0.41,0.97,13329.61,0.42,0.54,0.16,0.88,12575.82,0.514548880292665
st17733,23001.04,145.68,426.23,0.38,0.45,0.11,0.92,3985.56,0.22,0.85,0.48,0.62,19015.48,0.173277382240107
st17734,15407.44,72.71,15.92,0.19,0.92,0.6,0.8,1209.2,0.18,0.44,0.1,0.81,14198.24,0.078481564750536
st17735,25545.65,87.19,50.25,0.06,0.69,0.27,0.62,4566.16,0.18,0.88,0.53,0.44,20979.49,0.178745109245605
st17736,6264.77,37.14,50.25,0.05,0.95,0.7,0.56,567.64,0.1,0.74,0.32,0.68,5697.13,0.090608274525641
st17737,34958.73,99.82,5.4,0.06,0.86,0.49,0.67,20521.58,0.09,0.93,0.62,0.58,14437.15,0.58702304116883
st17738,17121.52,87.54,45.87,0.12,0.68,0.27,0.65,6650.02,0.14,0.37,0.07,0.81,10471.49,0.388401263439227
st17739,10438.4,74.19,102.71,0.44,0.86,0.49,0.89,9700.76,0.46,0.84,0.46,0.91,737.64,0.929333997547517
st17740,6795,40.47,113.13,0.08,0.75,0.34,0.6,358.76,0.53,0.71,0.29,0.89,6436.25,0.052797645327447
st17741,2553.48,35.74,27.32,0.28,0.86,0.49,0.83,1800.15,0.27,0.9,0.56,0.74,753.33,0.704979087363128
st17742,14407.7,75.54,8.09,0.07,0.96,0.71,0.58,369.33,0.23,0.87,0.5,0.74,14038.37,0.025634209485206
st17743,1773.09,27.31,87,0.43,0.95,0.7,0.93,1165.42,0.32,0.98,0.78,0.91,607.67,0.657281920263495
st17744,4311.34,43.48,102.71,0.24,0.9,0.57,0.87,2068.51,0.2,0.93,0.62,0.69,2242.83,0.479783547574536
st17745,14558.25,99.14,19.91,0.15,0.62,0.21,0.73,951.42,0.08,0.97,0.77,0.37,13606.84,0.065352635103807
st17746,8601.41,45.5,18.35,0.04,0.85,0.47,0.56,2383.15,0.11,0.95,0.7,0.68,6218.26,0.277065039336574
st17747,20333.04,81.74,62.62,0.06,0.68,0.27,0.49,9737.04,0.19,0.93,0.62,0.72,10596.01,0.478877728072143
st17748,16889.09,109.81,62.62,0.11,0.9,0.57,0.7,10793.07,0.16,0.81,0.42,0.72,6096.02,0.63905574545461
st17749,10980.8,90.19,49.31,0.42,0.55,0.16,0.91,5053.3,0.18,0.51,0.14,0.73,5927.51,0.460194157074166
st17750,2552.01,23.02,216.27,0.12,0.89,0.55,0.59,436.42,0.2,0.9,0.56,0.82,2115.59,0.171010301683771
st17751,10238.5,62,101.16,0.09,0.95,0.67,0.64,3437.13,0.1,0.98,0.79,0.48,6801.37,0.335706402305025
st17752,5865.76,55.96,190.99,0.17,0.69,0.28,0.77,2986.61,0.21,0.64,0.24,0.7,2879.15,0.509159938354109
st17753,3199.36,39.12,179.1,0.39,0.92,0.61,0.93,1046.14,0.18,0.96,0.73,0.72,2153.22,0.326984146829366
st17754,19891.96,86.52,203.25,0.11,0.82,0.42,0.8,8170.79,0.05,0.93,0.63,0.54,11721.17,0.410758416968464
st17755,1875.2,20.98,102.75,0.19,0.98,0.79,0.62,1211.59,0.21,0.95,0.68,0.73,663.61,0.646112414675768
st17756,2681.3,35.74,97.68,0.18,0.93,0.64,0.8,1136.65,0.26,0.96,0.72,0.79,1544.64,0.423917502703912
st17757,6461.49,51.54,23.27,0.13,0.91,0.58,0.7,3174.91,0.19,0.71,0.3,0.76,3286.58,0.491358804238651
st17758,2507.66,32.05,23.27,0.12,0.76,0.35,0.66,1711.91,0.27,0.87,0.51,0.86,795.75,0.682672292097015
st17759,2657.76,36.72,97.68,0.35,0.9,0.56,0.8,1618.44,0.24,0.88,0.53,0.71,1039.31,0.608948889290229
st17760,2933.05,25.59,78.16,0.07,0.59,0.19,0.57,674.19,0.15,0.86,0.49,0.68,2258.86,0.229859702357614
st17761,2578.05,22.26,253.37,0.05,0.93,0.62,0.63,2132.19,0.09,0.94,0.67,0.69,445.86,0.827055332518764
st17762,14275,83.91,1.01,0.07,0.82,0.43,0.7,7334.56,0.06,0.89,0.55,0.61,6940.44,0.513804553415061
st17763,21543.15,102.91,0.67,0.15,0.86,0.49,0.79,12619.15,0.18,0.89,0.54,0.76,8924.01,0.585761599394703
st17764,3064.96,23.02,0.67,0.06,0.85,0.48,0.62,992.12,0.23,0.72,0.31,0.81,2072.83,0.323697536020046
st17765,11387.77,63.49,33.05,0.04,0.92,0.61,0.65,1127.9,0.31,0.69,0.28,0.84,10259.88,0.099044852504046
st17766,12252.54,88.93,17.36,0.13,0.48,0.13,0.76,3192.65,0.08,0.86,0.49,0.58,9059.89,0.260570461308431
st17767,1720.33,25.85,1.72,0.17,0.89,0.55,0.74,837.36,0.2,0.82,0.43,0.81,882.96,0.486743822406166
st17768,7568.01,50.26,101.31,0.11,0.82,0.43,0.7,927.76,0.18,0.79,0.39,0.84,6640.24,0.122589690024194
st17769,7076.44,75.46,54.29,0.43,0.39,0.08,0.94,5561.58,0.4,0.65,0.24,0.95,1514.85,0.78592908298523
st17770,8846.91,55.73,1.72,0.13,0.92,0.6,0.75,8086.3,0.12,0.93,0.63,0.76,760.61,0.91402534896365
st17771,9480.05,55.99,73.82,0.1,0.25,0.03,0.6,4974.72,0.1,0.59,0.19,0.53,4505.33,0.524756725966635
st17772,13482.44,70.89,2.02,0.05,0.73,0.31,0.48,4536.82,0.05,0.41,0.09,0.48,8945.61,0.336498437968202
st17773,1713.16,28.97,89.59,0.13,0.63,0.22,0.7,1167.81,0.23,0.82,0.42,0.81,545.36,0.681670130052067
st17774,6175.85,65.34,108.23,0.33,0.59,0.19,0.9,3402.68,0.17,0.75,0.34,0.86,2773.17,0.550965454148012
st17775,3091.45,50.58,18.88,0.53,0.74,0.32,0.93,1886.34,0.28,0.84,0.46,0.88,1205.1,0.610179689142635
st17776,2189.5,37.46,68.22,0.33,0.71,0.3,0.88,2156.29,0.3,0.69,0.28,0.88,33.2,0.984832153459694
st17777,26153.09,90.44,57.48,0.1,0.9,0.55,0.8,9683.71,0.08,0.95,0.7,0.64,16469.39,0.370270205165049
st17778,2159.82,20.12,143.02,0.07,0.7,0.29,0.56,451.89,0.3,0.92,0.61,0.79,1707.93,0.209225768814068
st17779,4115.07,50.11,215.2,0.27,0.69,0.27,0.87,2446.6,0.36,0.84,0.46,0.88,1668.48,0.594546386817235
st17780,3375.04,50.4,104.49,0.38,0.66,0.25,0.85,1443.21,0.25,0.77,0.36,0.76,1931.83,0.427612709775292
st17781,2801.94,35.23,23.07,0.1,0.72,0.3,0.7,495.89,0.13,0.76,0.35,0.65,2306.05,0.176980948913967
st17782,14956.92,80.26,23.07,0.2,0.86,0.49,0.72,8549.67,0.19,0.93,0.63,0.71,6407.25,0.57161969175472
st17783,7969.18,86.33,65.79,0.61,0.56,0.17,0.97,6382.12,0.53,0.69,0.27,0.95,1587.06,0.800850275687084
st17784,5916.93,56.75,145,0.09,0.83,0.45,0.53,3264.74,0.17,0.88,0.52,0.49,2652.19,0.55176248493729
st17785,4998.38,66.88,80.59,0.26,0.25,0.03,0.87,869.54,0.1,0.93,0.64,0.64,4128.83,0.173964364454083
st17786,15705.59,74.88,65.79,0.1,0.78,0.38,0.76,2262.5,0.32,0.83,0.44,0.86,13443.09,0.144056988626343
st17787,9047.16,66.34,58.08,0.19,0.92,0.61,0.81,5338.6,0.12,0.96,0.73,0.66,3708.56,0.590085728560123
st17788,3865.36,38.49,58.08,0.16,0.92,0.61,0.7,1968.79,0.19,0.93,0.63,0.74,1896.58,0.509341950038289
st17789,10041.33,47.96,0.67,0.04,0.84,0.45,0.53,674.08,0.34,0.76,0.35,0.86,9367.25,0.067130549439168
st17790,3180.6,34.53,2.43,0.06,0.94,0.66,0.64,1438.67,0.05,0.98,0.79,0.47,1741.93,0.452326605043074
st17791,10517.32,51.72,98.02,0.07,0.83,0.45,0.6,1983,0.11,0.96,0.72,0.39,8534.32,0.188546131524
st17792,3193.33,37.09,110.67,0.08,0.88,0.53,0.63,1490.18,0.53,0.76,0.35,0.96,1703.16,0.466653931789073
st17793,3984.08,51.58,35.95,0.35,0.78,0.37,0.88,1865.19,0.21,0.78,0.37,0.82,2118.88,0.468160779904018
st17794,13297.2,87.13,77.37,0.07,0.75,0.34,0.63,8929.01,0.26,0.68,0.27,0.88,4368.19,0.671495502812622
st17795,2933.73,35.23,38.23,0.16,0.81,0.41,0.7,1247.52,0.24,0.75,0.34,0.8,1686.21,0.425233405937152
st17796,14767.82,77.38,0.48,0.04,0.69,0.27,0.59,8509.42,0.05,0.76,0.35,0.47,6258.4,0.576213686244821
st17797,58451.33,136.81,0.75,0.03,0.89,0.55,0.58,21990.72,0.04,0.73,0.32,0.41,36460.62,0.376222748053808
st17798,7989.87,61.85,3.44,0.26,0.81,0.41,0.81,2039.4,0.42,0.9,0.57,0.94,5950.47,0.255248208043435
st17799,3439.86,32.37,58,0.17,0.92,0.62,0.58,1736.02,0.09,0.94,0.66,0.38,1703.84,0.504677515945416
st17800,3149.78,39.24,0.48,0.19,0.78,0.37,0.82,1674.39,0.22,0.92,0.61,0.86,1475.39,0.531589507838643
st17801,3331.83,33.48,31.94,0.13,0.88,0.52,0.62,549.11,0.37,0.79,0.39,0.91,2782.73,0.164807328104975
st17802,18673.32,74.3,14.41,0.07,0.86,0.49,0.62,4025.13,0.04,0.93,0.64,0.22,14648.2,0.21555513427714
st17803,17017.02,97.12,48.22,0.1,0.55,0.16,0.73,3250.64,0.04,0.92,0.62,0.36,13766.37,0.191022870044226
st17804,2490.26,39.1,14.41,0.58,0.87,0.5,0.96,1396.14,0.3,0.89,0.54,0.88,1094.12,0.560640254431264
st17805,3174.46,40.74,118.71,0.45,0.89,0.55,0.96,2134.46,0.41,0.91,0.58,0.91,1040,0.672385224573628
st17806,7743.46,66.93,223.14,0.19,0.27,0.04,0.65,3839.1,0.24,0.93,0.62,0.7,3904.37,0.495786121449585
st17807,30482.4,180.95,26.52,0.62,0.43,0.1,0.96,21960.58,0.29,0.35,0.06,0.88,8521.81,0.720434742671181
st17808,14773.51,114.68,48.19,0.58,0.62,0.22,0.93,7989.65,0.22,0.74,0.33,0.85,6783.86,0.540809191586833
st17809,21306.75,142.3,28.14,0.77,0.66,0.25,0.98,17860.52,0.61,0.68,0.27,0.96,3446.23,0.838256421087214
st17810,13641.18,111.69,28.14,0.46,0.49,0.13,0.91,7478.06,0.36,0.6,0.2,0.87,6163.11,0.548197443329683
st17811,31102.12,183.84,351.93,0.73,0.44,0.1,0.98,21022.36,0.51,0.55,0.16,0.95,10079.76,0.675914053447161
st17812,29549.86,150.11,779.62,0.52,0.78,0.37,0.96,18728.59,0.3,0.82,0.42,0.84,10821.27,0.633796234567609
st17813,19617.8,141.63,37.47,0.77,0.3,0.05,0.98,16092.21,0.49,0.39,0.08,0.95,3525.6,0.820286168683543
st17814,10390.3,76.78,24.7,0.49,0.75,0.33,0.86,6973.98,0.42,0.79,0.39,0.83,3416.32,0.67120102403203
st17815,38714.59,188.31,616.05,0.32,0.6,0.2,0.8,26672.98,0.22,0.51,0.14,0.71,12041.61,0.688964547990822
st17816,24354.87,165.25,24.7,0.77,0.42,0.09,0.98,19120.43,0.62,0.61,0.21,0.95,5234.44,0.785076249637136
st17817,23652.71,140.99,101.51,0.66,0.57,0.18,0.97,17688.14,0.46,0.63,0.22,0.91,5964.57,0.747827204578249
st17818,28409.57,153.61,165.01,0.65,0.78,0.38,0.96,21781.94,0.35,0.82,0.43,0.88,6627.62,0.766711358179656
st17819,15201.85,122.83,101.51,0.59,0.28,0.04,0.94,11478.51,0.41,0.34,0.06,0.92,3723.34,0.755073231218569
st17820,17211.12,114.04,423.34,0.57,0.76,0.35,0.95,11111.8,0.39,0.8,0.4,0.91,6099.32,0.645617484510014
st17821,18917.01,137.82,196.85,0.57,0.55,0.16,0.95,12530.91,0.39,0.53,0.15,0.89,6386.1,0.662414937667211
st17822,9461.06,98.24,237.76,0.71,0.49,0.13,0.96,4869.31,0.45,0.52,0.15,0.91,4591.75,0.514668546653335
st17823,13885.77,94.69,250,0.49,0.8,0.4,0.93,6807.51,0.26,0.88,0.53,0.81,7078.26,0.490250810722056
st17824,9530.99,82.3,451.56,0.64,0.69,0.28,0.94,5714.87,0.41,0.77,0.36,0.85,3816.13,0.599609274587425
st17825,31760.05,180.22,39.32,0.5,0.51,0.14,0.95,22400.99,0.31,0.44,0.1,0.88,9359.06,0.705319733438707
st17826,16052.07,107.5,39.32,0.46,0.85,0.47,0.94,1039.43,0.51,0.46,0.11,0.89,15012.64,0.064753642365128
st17827,15413.81,112.76,45.09,0.63,0.68,0.27,0.95,10377.11,0.41,0.69,0.28,0.89,5036.7,0.673234586387143
st17828,21640.49,142.21,28.34,0.62,0.66,0.25,0.97,17926.47,0.38,0.68,0.27,0.94,3714.02,0.828376344528243
st17829,9164.73,94.12,63.83,0.78,0.55,0.17,0.97,6992.97,0.63,0.53,0.15,0.95,2171.76,0.763030662114432
st17830,14142.75,119.24,28.34,0.62,0.39,0.08,0.94,10045.65,0.51,0.27,0.04,0.93,4097.11,0.710303865938378
st17831,21485.84,150.36,63.83,0.76,0.51,0.14,0.97,17206.23,0.5,0.53,0.15,0.93,4279.61,0.800817189367509
st17832,15493.64,113.1,129.02,0.65,0.58,0.18,0.95,11070.64,0.47,0.65,0.24,0.9,4423,0.714528025693123
st17833,5878.95,66.76,117.98,0.67,0.73,0.31,0.96,2152.43,0.26,0.9,0.56,0.7,3726.52,0.366124903256534
st17834,21759.09,147.27,38.4,0.65,0.63,0.23,0.96,16584.23,0.47,0.65,0.24,0.93,5174.85,0.762174796832037
st17835,16467,110.34,79.32,0.69,0.76,0.35,0.96,13040.9,0.58,0.78,0.38,0.96,3426.1,0.791941458674926
st17836,12456.77,83.07,21,0.54,0.71,0.3,0.85,8745.25,0.33,0.71,0.3,0.8,3711.51,0.702047962674112
st17837,22814.21,159.15,21,0.79,0.32,0.05,0.98,17228.75,0.59,0.55,0.17,0.95,5585.46,0.755176269526756
st17838,30428.38,182.18,360.12,0.73,0.43,0.1,0.98,20675.31,0.57,0.55,0.17,0.95,9753.07,0.679474556318805
st17839,27658.85,154.61,159.8,0.64,0.76,0.35,0.95,21044.87,0.42,0.81,0.41,0.88,6613.98,0.760872921325362
st17840,13159.95,90.79,253.99,0.42,0.81,0.41,0.93,6406.11,0.34,0.87,0.51,0.83,6753.84,0.486788323663844
st17841,6727.91,77.86,241.62,0.68,0.54,0.16,0.95,2373.82,0.22,0.65,0.24,0.83,4354.09,0.352831711482466
st17842,29524.38,141.29,175.43,0.57,0.81,0.42,0.95,19690.01,0.32,0.8,0.41,0.86,9834.37,0.666906807187822
st17843,17249.9,117.4,405.21,0.61,0.73,0.32,0.96,10475.7,0.21,0.81,0.42,0.89,6774.19,0.607290477046244
st17844,12988.36,101,405.21,0.45,0.52,0.15,0.89,7213.12,0.26,0.79,0.39,0.86,5775.25,0.555352638824301
st17845,2221.79,32.37,62.57,0.22,0.8,0.4,0.85,1588.65,0.37,0.9,0.56,0.92,633.14,0.715031573641073
st17846,16765.49,131.06,97.25,0.66,0.18,0.02,0.96,11620.43,0.48,0.51,0.14,0.93,5145.06,0.693116037765672
st17847,24935.71,146.47,97.25,0.71,0.58,0.18,0.97,19509.67,0.56,0.55,0.16,0.94,5426.04,0.782398816797276
st17848,37499.48,195.29,23.85,0.51,0.34,0.06,0.95,26700.38,0.49,0.46,0.11,0.92,10799.09,0.712020006677426
st17849,15274.29,120.12,207.81,0.66,0.56,0.17,0.95,9866.1,0.48,0.55,0.16,0.91,5408.19,0.645928550525098
st17850,28786.4,152.01,86.4,0.67,0.71,0.3,0.96,22575.08,0.52,0.74,0.32,0.94,6211.33,0.784227273990496
st17851,29824.81,158.68,272.27,0.74,0.74,0.33,0.98,21015.08,0.43,0.78,0.37,0.92,8809.73,0.704617397394988
st17852,13803.67,89.02,96.53,0.17,0.63,0.22,0.75,5306.53,0.3,0.69,0.28,0.75,8497.14,0.384428923612344
st17853,17477.43,135.44,257.2,0.72,0.37,0.07,0.97,12802.45,0.54,0.32,0.05,0.94,4674.98,0.732513304301605
st17854,24513.84,123.64,7.49,0.32,0.8,0.4,0.88,14045.19,0.23,0.77,0.36,0.82,10468.65,0.572949403275864
st17855,13214.08,103.29,86.04,0.19,0.79,0.38,0.75,7915.39,0.29,0.21,0.02,0.89,5298.69,0.599011811643338
st17856,16336.57,122.21,200.93,0.67,0.62,0.22,0.95,5370.44,0.06,0.76,0.35,0.5,10966.14,0.328737305321741
st17857,6669.47,73.51,39.66,0.62,0.54,0.16,0.93,4012.51,0.32,0.44,0.1,0.88,2656.96,0.601623517310971
st17858,18629.43,136.97,7.49,0.64,0.36,0.07,0.96,13643.11,0.2,0.35,0.06,0.88,4986.32,0.732341783940786
st17859,27945.85,144.21,86.4,0.31,0.65,0.24,0.91,16529.54,0.35,0.7,0.29,0.87,11416.32,0.591484603259518
st17860,18441.92,133.73,39.66,0.68,0.61,0.21,0.96,14608.29,0.55,0.64,0.23,0.95,3833.64,0.792124138918291
st17861,13103.1,108.72,154.31,0.38,0.44,0.1,0.92,9334.84,0.39,0.42,0.09,0.88,3768.26,0.712414619441201
st17862,26653.99,164.94,43.87,0.61,0.47,0.12,0.97,18333.44,0.52,0.55,0.16,0.94,8320.54,0.687830977651001
st17863,22170.04,148.49,165.14,0.67,0.36,0.07,0.96,17439.79,0.58,0.42,0.09,0.96,4730.25,0.786637732723983
st17864,20353.4,123.1,45,0.31,0.71,0.3,0.88,16245.04,0.29,0.75,0.34,0.86,4108.36,0.798148712254464
st17865,11009.12,108.94,154.31,0.74,0.46,0.11,0.96,6687.43,0.49,0.45,0.1,0.9,4321.68,0.607444555059805
st17866,19964.28,141.42,156.48,0.68,0.39,0.08,0.95,15855.92,0.53,0.35,0.06,0.95,4108.36,0.79421446703813
st17867,12135.08,66.44,43.87,0.11,0.95,0.69,0.57,3307.95,0.58,0.64,0.23,0.91,8827.13,0.272594000204366
st17868,22267.49,141.26,45,0.71,0.57,0.18,0.95,17907.37,0.52,0.59,0.19,0.94,4360.12,0.804193467696628
st17869,10513,91.96,122.82,0.39,0.51,0.14,0.88,6504.59,0.42,0.58,0.19,0.84,4008.41,0.618718729192428
st17870,23458.61,135.78,6.51,0.34,0.68,0.26,0.9,13700.19,0.29,0.76,0.36,0.84,9758.41,0.584015421203558
st17871,18464.78,136.2,6.51,0.51,0.29,0.04,0.92,14423.73,0.44,0.43,0.1,0.92,4041.05,0.781148218391987
st17872,9139.6,85.74,15.27,0.53,0.64,0.23,0.9,6507.54,0.47,0.51,0.14,0.91,2632.06,0.71201584314412
st17873,22810.34,126.82,47.45,0.43,0.77,0.36,0.92,16181.81,0.45,0.72,0.31,0.91,6628.53,0.709406786571353
st17874,17718.95,130.37,15.27,0.66,0.58,0.18,0.96,13852.45,0.58,0.61,0.21,0.94,3866.5,0.78178729552259
st17875,9760.23,93.2,83.26,0.63,0.49,0.13,0.93,5446.51,0.28,0.48,0.12,0.87,4313.72,0.558030907058543
st17876,18232.36,138.74,137.23,0.74,0.42,0.09,0.96,13607.18,0.59,0.39,0.08,0.93,4625.18,0.746320278888745
st17877,22048.94,138.63,47.45,0.75,0.59,0.19,0.95,18050.76,0.6,0.6,0.2,0.95,3998.18,0.818667926893538
st17878,13725.21,114.27,147.39,0.66,0.53,0.15,0.95,10713.58,0.52,0.55,0.16,0.94,3011.62,0.7805767634885
st17879,29601.59,159.11,272.14,0.77,0.73,0.31,0.98,20933.66,0.51,0.76,0.35,0.92,8667.93,0.707180256195698
st17880,18190.62,134.88,159.1,0.5,0.44,0.1,0.92,14085.78,0.51,0.4,0.08,0.95,4104.84,0.774343040534078
st17881,17863.48,124.88,200.58,0.7,0.64,0.23,0.95,13946.83,0.57,0.69,0.28,0.95,3916.65,0.78074540906923
st17882,28002.37,150.99,84.36,0.66,0.73,0.31,0.96,21721.11,0.48,0.76,0.35,0.95,6281.26,0.775688272099826
st17883,9345.65,98.47,61.56,0.72,0.46,0.11,0.97,4875.46,0.34,0.45,0.1,0.84,4470.19,0.521682279991226
st17884,21845.74,148.99,174.59,0.69,0.36,0.07,0.97,16456.31,0.44,0.44,0.1,0.94,5389.43,0.753296065960686
st17885,23206.17,139.72,84.36,0.41,0.6,0.2,0.91,16025.69,0.41,0.63,0.22,0.89,7180.48,0.69057884174769
st17886,26285,162.54,53.39,0.63,0.47,0.12,0.97,18219.85,0.42,0.55,0.17,0.93,8065.15,0.693165303404984
st17887,8259.82,70.99,53.39,0.21,0.89,0.55,0.63,3769.39,0.46,0.72,0.3,0.87,4490.43,0.456352559741011
st17888,20893.86,145.37,252.48,0.62,0.42,0.09,0.97,10549.84,0.24,0.58,0.19,0.85,10344.02,0.504925370419827
st17889,33057.94,168.06,252.48,0.68,0.68,0.27,0.97,22076.91,0.48,0.64,0.23,0.94,10981.03,0.667824734390588
st17890,7930.18,72.09,190.74,0.58,0.86,0.49,0.94,2456.6,0.64,0.71,0.29,0.93,5473.57,0.309778592667506
st17891,9725.55,93.42,410.14,0.6,0.52,0.14,0.94,2206.9,0.29,0.87,0.51,0.74,7518.66,0.226917757864594
st17892,7936.66,55.31,93.05,0.23,0.85,0.48,0.62,1706,0.11,0.97,0.77,0.41,6230.66,0.21495188152195
st17893,20071.51,66.97,124.5,0.14,0.49,0.13,0.71,13934.09,0.13,0.62,0.22,0.66,6137.42,0.694222308137255
st17894,6713.81,43.84,24.62,0.2,0.92,0.62,0.58,4362.85,0.17,0.93,0.64,0.48,2350.97,0.649832211516263
st17895,25802.98,145.09,229.96,0.51,0.68,0.27,0.95,14145.71,0.51,0.68,0.27,0.95,11657.27,0.548220011797087
st17896,5782.07,39.12,15.18,0.2,0.95,0.67,0.67,1063.76,0.35,0.8,0.4,0.76,4718.31,0.183975635023443
st17897,5132.67,31.02,15.18,0.07,0.92,0.61,0.44,2806.6,0.07,0.88,0.53,0.34,2326.06,0.546810919073309
st17898,2458.08,41.06,583.58,0.44,0.78,0.38,0.86,1659.72,0.47,0.82,0.43,0.87,798.36,0.675209919937512
st17899,38010.26,136.23,305.12,0.11,0.76,0.35,0.86,25518.59,0.18,0.83,0.45,0.85,12491.68,0.671360574750081
st17900,37700.06,165.88,249.9,0.45,0.74,0.33,0.93,27866.48,0.46,0.76,0.34,0.92,9833.58,0.739162749343105
st17901,5201.58,71.13,249.9,0.55,0.26,0.04,0.94,2360.52,0.42,0.41,0.09,0.9,2841.06,0.453808265949961
st17902,30380.51,125.51,318.26,0.16,0.81,0.42,0.85,23908.9,0.23,0.86,0.48,0.89,6471.61,0.786981522035015
st17903,42614.75,178.87,318.26,0.56,0.77,0.36,0.94,28577.97,0.51,0.77,0.37,0.92,14036.78,0.670612170668607
st17904,28910.01,177.93,248.33,0.83,0.41,0.09,0.99,14050.88,0.27,0.79,0.38,0.81,14859.13,0.486021277751201
st17905,21780.58,149.09,43.52,0.82,0.53,0.15,0.99,12891.82,0.4,0.48,0.12,0.87,8888.76,0.591895165326176
st17906,38021.98,201.69,241.79,0.74,0.42,0.09,0.98,23347.97,0.22,0.61,0.21,0.87,14674.01,0.614065074990834
st17907,4662.93,45.51,241.79,0.46,0.94,0.66,0.98,2717.57,0.35,0.95,0.7,0.86,1945.36,0.582803087329211
st17908,10323.44,81.6,1276.12,0.52,0.86,0.49,0.93,4884.1,0.32,0.48,0.12,0.93,5439.35,0.473107801275544
st17909,10955.22,108.13,297.58,0.73,0.42,0.09,0.98,8193.76,0.45,0.38,0.08,0.92,2761.46,0.74793203605222
st17910,28901.48,175.63,44.46,0.79,0.46,0.11,0.99,18676.51,0.39,0.45,0.11,0.89,10224.97,0.646212927504059
st17911,22886.42,158.23,44.46,0.85,0.49,0.13,0.99,10875.17,0.37,0.67,0.26,0.86,12011.25,0.475180041264645
st17912,19051.07,116.67,245.28,0.69,0.77,0.37,0.97,15267.47,0.52,0.7,0.28,0.96,3783.61,0.801396981901804
st17913,17042.83,105.05,1302.2,0.21,0.77,0.36,0.83,2612.39,0.19,0.98,0.8,0.39,14430.44,0.153283814953268
st17914,11983.28,113.75,299.75,0.77,0.48,0.12,0.98,8834.52,0.46,0.35,0.06,0.92,3148.76,0.737237217189284
st17915,29615.01,177.38,48.27,0.75,0.49,0.13,0.98,19832.83,0.35,0.46,0.11,0.89,9782.18,0.669688445149943
st17916,23167.17,159.38,48.27,0.84,0.47,0.12,0.99,11107.7,0.39,0.62,0.22,0.87,12059.46,0.479458647732977
st17917,26893.8,165.29,252.38,0.79,0.4,0.08,0.98,19608.03,0.34,0.37,0.07,0.91,7285.78,0.729091091627066
st17918,12100.74,107.83,436.25,0.7,0.5,0.13,0.96,1266.96,0.19,0.73,0.31,0.76,10833.78,0.104701034812747
st17919,33176.43,178.07,127.12,0.8,0.62,0.22,0.99,23592.44,0.38,0.49,0.13,0.91,9583.98,0.711120515377935
st17920,3734.6,40.49,184.95,0.17,0.93,0.64,0.61,1074.11,0.38,0.78,0.37,0.87,2660.49,0.287610453596101
st17921,34330.25,178.08,123.46,0.73,0.62,0.22,0.98,23602.56,0.35,0.57,0.18,0.91,10727.68,0.687514946730653
st17922,8905.02,93.7,123.46,0.8,0.51,0.14,0.99,832.7,0.34,0.8,0.4,0.79,8072.31,0.093509054443449
st17923,32356.23,174.91,119.64,0.78,0.58,0.19,0.99,22868.68,0.47,0.53,0.16,0.92,9487.56,0.706778261867962
st17924,40410.92,216.64,119.64,0.79,0.4,0.08,0.99,31430.4,0.53,0.32,0.05,0.95,8980.52,0.77776996910736
st17925,14092.83,112.72,327.31,0.7,0.68,0.27,0.97,3876.05,0.1,0.57,0.18,0.62,10216.78,0.275037022372369
st17926,5878.15,62.05,674.1,0.42,0.83,0.44,0.94,2137.53,0.26,0.91,0.59,0.72,3740.62,0.363639920723357
